itemId,price,averageRating,totalReviews
451840552,196000,3,2
451850012,151000,3,1
451962554,63000,5,1
452010801,31500,4,17
452502671,220000,4,2
452504978,186000,5,1
452520221,169000,5,1
452520978,152000,5,1
452644732,14050000,5,1
452696252,42000,4,25
452710040,69900,4,24
452714093,3595000,5,1
452754788,36700,5,1
452758788,78800,5,1
452772487,61800,5,1
453112428,1348900,4,11
453572815,3160000,4,2
453610917,95000,4,10
453638073,95000,4,4
455818916,3598000,5,1
455964423,239300,5,1
455987000,3945000,5,3
455994066,1790000,4,3
455996884,4099000,5,1
456030028,3945000,5,2
457182142,91400,5,3
457240035,3604053,3,3
457682590,35000,4,11
458182814,246000,3,1
458312049,25000,4,78
458730695,60000,5,1
458774097,3699000,5,1
458880687,12499000,5,1
459462460,1848999,5,4
459976170,7730100,1,1
460200306,7351300,4,1
460840268,41500,5,1
461050953,229045,5,1
461072083,3377504,5,1
461142794,5357010,5,1
461174080,917000,5,2
461530618,13135000,5,1
461902292,75000,5,2
461910234,55000,5,1
462146693,5999,5,2
462278510,11800,5,1
462286108,11000,5,3
462914515,13550000,5,1
462952668,12249000,4,4
462956606,13900000,5,1
463072866,3575000,5,1
463976719,68000,4,134
464124395,65000,4,29
464152027,40000,3,2
464420101,3165000,5,2
464478427,35000,2,2
464484834,30000,4,5
464488592,40000,3,2
464492284,30000,3,3
464492496,35000,3,3
464494778,25000,5,2
464506665,30000,4,31
464824880,27000,4,4
465072867,250000,4,25
465172969,30000,2,1
465286124,69000,5,1
465396677,364000,5,1
466114939,4115000,5,2
466114940,4449000,4,8
466140285,3899000,4,28
466146105,8113800,3,1
4667809,3030000,5,1
467902459,3604053,5,1
467926903,5905416,5,2
467934159,4876000,4,5
467934475,7127000,5,1
467974289,3787361,5,5
4681717,77000,4,174
4681779,60500,4,60
4682744,144000,4,23
4684291,84000,4,26
4684498,78000,4,1
4684506,102000,5,1
469114586,170000,4,8
469588059,1969000,4,105
469596142,3799000,5,3
469722667,1199000,5,1
4697299,75000,4,8
470006291,35000,3,20
471084605,1100000,5,2
471224250,42031,5,1
471288260,129000,5,5
471510640,19000,5,1
471526092,125000,4,16
4715421,1674500,5,2
471546989,117500,5,1
471594568,51000,5,1
471600958,12800,4,2
471604160,72500,5,1
471618125,17000,3,1
471620522,89000,4,41
471640810,19500,5,1
471642542,42800,4,22
471648302,12000,5,1
471648425,117700,5,3
471650410,65200,4,12
471664073,18000,4,1
471664137,78000,4,5
472058858,1349900,5,4
472510871,3300000,2,1
472530805,4300000,5,1
472712559,7999000,2,1
472978672,2167500,5,12
473080830,4020000,5,2
473646281,31000,3,1
4739585,99000,5,1
474716586,700000,5,3
474800430,95000,4,15
4764315,200000,4,8
4765460,300000,5,2
477544233,1480000,4,7
4787084,110000,4,1
4787542,139900,4,5
478798608,12455000,5,1
479588935,39900,4,7
480256743,89500,5,1
480260085,308000,5,1
480268958,2024900,4,10
480270305,1894900,4,228
480274479,1894900,4,99
480276586,2149900,5,2
480874569,3787269,5,1
481338423,5500,4,22
481558391,2237400,3,16
482196107,70000,5,5
482260201,24700,5,1
482408524,97000,5,1
482626304,92000,4,21
482662064,150000,4,7
483498748,204000,4,2
483520744,3200000,5,2
483528100,269000,5,1
483550545,3603800,5,2
483712279,7126000,1,1
483854642,7565000,4,3
4839521,109000,5,1
4844848,735000,4,2
484638478,15000,5,1
4848888,1625000,4,1
4849133,188000,5,4
4849164,64000,5,1
4849201,86000,1,1
485240487,27500,5,3
485272084,28500,4,2
485390339,31000,4,18
486616241,28000,4,5
486640173,29500,4,39
486682055,4049564,4,9
486766569,4048233,5,3
487084641,23500,4,327
487088798,21500,4,24
487096628,22000,4,64
487112094,26000,4,379
487234950,960000,5,1
487262428,775000,4,31
4873644,75900,4,9
4873645,118800,4,5
4873648,74600,4,7
4873649,121000,3,7
4873653,81000,4,31
4873654,147000,4,10
4873655,241710,5,1
487388679,2348900,4,57
4874992,365000,4,6
487534594,130000,5,1
487558096,27500,4,7
487888581,2699000,4,830
487906115,30000,3,21
487908331,4499000,4,17
488054334,3603800,4,33
488056458,3593000,5,1
488300,1675000,4,2
488452798,160000,5,1
488772222,2550000,5,1
488796723,32500,4,9
4888049,106000,4,4
488806680,28500,3,2
488808702,38500,2,4
4888128,76000,5,1
488816563,23500,3,2
488950786,61000,5,1
489092758,61000,4,2
489150795,7659000,5,1
489244383,5499000,5,2
489644424,175000,2,1
489704503,39000,4,4
489864079,236000,5,1
489954465,4145000,5,1
489964059,3603800,5,1
490410463,48800,3,3
490606154,219000,3,1
490672198,3994000,5,1
490726617,3665000,5,1
490748248,3450000,5,1
490814515,7125000,5,2
491038569,73000,5,4
491388,945000,5,1
491702220,2168000,4,7
491821,11795000,5,1
491964526,693000,5,7
4920808,29500,3,5
492256424,3441900,5,2
492368671,515000,5,2
492562109,6399000,5,4
492748769,19900,4,82
492796891,736400,5,4
492892256,1399000,4,4
493094093,56000,4,144
493194960,90000,1,1
493566936,65000,4,9
493592129,142000,5,1
493594157,132500,5,2
493680517,356700,5,1
493832846,715000,5,3
494188120,1929900,5,3
494252239,34900,1,1
494490999,3250,4,18
494616099,3750,4,37
494616288,98000,4,14
494794100,1299000,5,1
494838817,43165,4,7
494896661,47500,3,1
494916896,53835,5,6
494922121,48015,4,23
495014279,3699000,4,25
495204819,90000,5,1
495446503,850000,5,1
495510936,1125000,4,15
495552101,1710000,5,2
495826918,35000,3,3
496042500,3750000,5,1
496130708,1999900,5,3
496200378,45000,4,78
496212004,34500,5,1
496368927,27500,5,1
496388715,27000,5,2
497128712,26500,4,44
497468462,105700,1,1
497476665,1888900,4,23
497486994,4144500,5,2
497494448,2530000,3,3
497572015,82000,5,2
497574085,327000,5,1
497578360,2475000,4,10
497792471,4499000,4,20
49780,46000,4,166
497918433,99999,5,3
497932016,74999,5,1
497952548,99999,3,2
497966243,1398900,5,1
497966559,99999,5,2
497996471,3799900,4,1
498010,722000,4,20
498025,775000,4,9
498170250,173600,5,1
498230776,28000,4,1
498232799,23000,4,10
498236923,56000,5,1
498242845,56000,4,23
498244694,29900,5,1
498252758,76000,3,2
498256704,24900,3,2
498258717,57000,4,306
498272226,97000,5,2
498284285,5949000,5,1
498286702,46000,5,1
498312338,2895500,4,16
498408088,3500000,4,20
498442669,120000,5,1
498514,1275000,2,1
498516624,35500,5,1
498520629,35500,3,12
498522610,35500,1,1
498522639,35500,1,1
498632435,4279000,5,1
498642205,3499000,4,3
498662781,1474900,5,22
498668250,57000,4,10
498674828,1949900,5,5
498676111,76000,5,1
498724741,5424900,5,1
499118481,600000,5,20
499142706,3119000,5,1
499328,959000,5,3
499350,959000,4,3
499352217,25000,4,50
499431,959000,5,4
499652935,599000,5,1
499676770,35500,3,2
499686505,35500,4,2
499862136,719000,4,25
499920240,23000,4,15
499926923,8500,2,1
500022952,82000,5,1
500036290,35500,1,1
500168407,85000,5,1
500174218,85000,5,2
500178185,85000,5,1
500262740,799989,5,1
500264560,65000,5,1
500290027,2911000,3,3
500310803,324500,5,1
500436740,1195000,5,1
500560547,500000,5,1
500626966,42500,5,1
500638673,28500,4,4
500652412,37500,5,2
500656389,44500,2,1
500756,500000,4,1
500790068,1199000,5,2
500808214,3300000,2,1
500834551,599000,5,1
500936975,79500,5,1
500978076,119900,5,1
501106376,79000,5,2
501128365,2899000,5,1
501146400,4550000,3,1
501188177,7236500,1,1
501260962,22200,4,46
501294221,21000,3,7
501784441,28500,1,1
501932358,69000,4,7
501932953,7618000,5,1
502704211,26000,4,43
502718089,25900,3,3
502878613,30000,3,54
502886309,27900,3,36
502888217,27000,1,1
502890222,27900,5,2
502892183,24500,3,2
502892193,27500,4,11
503068107,82000,5,1
503088322,11499000,5,1
503104994,8499000,5,3
503144002,8499000,4,18
5031867,36000,1,1
503376555,1595000,4,117
50350,4999000,5,1
503798866,26900,4,233
503800749,25900,3,2
503802597,27900,2,5
503804723,26900,3,5
503804794,23000,4,18
503820484,21900,3,2
503826268,27900,3,8
5040801,120000,3,7
50409,925955,5,1
504138579,3549900,5,3
504274828,27500,4,1
504278858,34000,4,23
504428575,104000,5,1
504486766,1350000,5,1
504508002,2799000,5,1
504528227,4065000,5,2
504718797,26000,2,14
504816155,47500,5,1
504856949,28900,4,9
504874591,27900,4,12
504926620,10960000,5,1
504982284,105000,4,1
505008464,672000,5,1
505030751,671100,5,1
505038512,3515000,4,4
505050414,3415000,5,8
505204478,29500,5,4
505220098,35000,5,1
505460351,49000,1,1
505460411,21000,5,1
505464395,61000,5,1
505478138,49000,1,1
505806419,97000,5,1
505870909,5700000,3,1
505966223,17500,4,3
505972771,20000,5,1
506036195,275000,5,1
506104673,1594900,5,6
506258230,35000,3,6
506292038,35500,5,1
506372446,29000,3,7
506388323,33000,3,4
506633,705000,5,4
506662891,53000,5,6
506666735,999000,5,1
506672689,705000,5,2
506680352,42000,4,2
506680354,64000,5,1
506700217,251000,5,3
507139,27500,2,3
507144,27500,5,1
507278699,6141300,4,2
507330780,11121000,5,1
507368799,1231000,5,3
507466122,56108,4,1
507478341,699000,5,2
507490636,6000,4,16
507502923,8499000,5,2
507524067,15949000,5,1
507568858,34900,4,6
507614182,8299000,5,1
507674193,29500,4,16
507698275,56108,5,1
507868957,156000,5,3
508016499,1925000,5,8
508016842,5500,5,1
508120652,4890000,5,1
508122224,86600,4,99
508130554,4099000,5,1
508528743,58900,2,9
508552122,27900,3,2
508560181,78900,5,3
508676125,46000,4,9
509000508,1159000,4,15
509094083,5589000,5,1
509110407,1854000,5,4
509286251,29100,5,1
509432253,50000,5,1
509514833,33500,1,1
509524420,57000,4,12
509534367,42000,1,2
509544560,54000,1,1
509718714,83000,5,1
509730101,138000,3,3
509820892,2035000,2,2
509948908,33500,4,9
509974197,29500,1,1
510088765,44900,5,2
510130812,6699000,4,2
510154228,9188000,5,1
510238709,1999900,5,4
510298639,4050000,5,5
510332047,1549000,4,105
510488945,88000,2,1
510702872,3599000,5,3
510718294,3799000,4,13
510722268,3859000,4,13
510724181,3749900,4,8
510730041,1245000,5,8
510736046,915000,5,4
510832807,1059000,5,16
510937,79900,4,20
510949,78000,3,10
511043,82000,4,34
511292894,99000,5,1
511518109,79900,3,9
511736611,4999000,4,55
511746105,19000,5,1
511886420,69000,5,2
511954265,92000,5,1
512118239,4750600,5,1
512128942,995000,5,2
512426780,137000,5,2
512604347,8100000,5,24
512674789,3741000,5,1
513192315,510000,5,1
513514148,1059000,5,5
513672351,3189000,5,3
514130703,11390000,5,1
514144950,39700,5,1
514178069,5735000,5,1
514252684,115000,5,1
514272252,1249000,4,61
514362624,25000,4,28
514376357,825000,5,1
514578465,56000,1,2
514826009,77000,5,4
514854749,30500,4,2
514858124,30000,3,8
514890728,7940000,3,3
515006404,315000,5,1
515022265,990000,5,1
515130734,1699000,5,1
515144163,7699000,4,3
515806461,5000,5,1
515806843,89900,1,1
516136823,31000,5,1
516492812,5025000,5,1
516552927,62000,5,2
516564889,13999,4,9
516586515,97000,5,1
516594021,76000,5,1
516604147,168000,5,1
516616074,113000,5,1
516710097,13999,4,6
517400880,5500000,5,4
517420098,75000,5,2
517858522,41990,4,31
519026699,1357000,5,1
519682104,7125000,5,1
520257,239000,3,7
521082508,9800,3,1
521678771,22000,3,2
524425,723000,4,29
524430,730000,4,48
525474229,56000,5,2
526460152,41000,5,1
526823,44000,4,97
526839,60000,4,37
527512704,287400,5,1
530094788,3000,4,18
530346510,14595000,5,1
53098,140000,4,81
531148148,2428700,2,1
532958328,45000,5,1
533154903,23000,5,1
533174374,26900,4,370
533186106,23500,5,1
534416904,69000,5,1
535888,1335000,5,2
536844698,480000,5,1
536950788,451000,3,2
537219000,7999000,5,1
537518490,24900,4,5
537530378,23500,4,11
537878723,8999000,3,1
5384507,159000,4,1
5384510,91151,4,1
5384520,205000,3,1
538480569,170000,4,13
538536345,55000,4,30
538558881,111999,5,3
538576393,38999,4,93
538576520,56999,4,14
538656737,4499000,5,1
539556441,2218900,3,6
539658211,5799000,4,43
5400979,68900,5,1
540196593,730000,5,3
540220097,730000,5,1
540224156,168780,4,12
540606997,65000,1,1
540668971,65000,3,5
540760160,44300,5,1
540806962,85000,5,1
540828777,101000,3,1
541306695,5000,5,2
541696811,140000,5,3
542344351,75000,5,1
542374902,1140000,5,1
542378868,1828000,5,1
542386085,1148999,4,16
542408104,1968999,5,1
542414028,1844900,5,1
542636666,44000,5,2
542640528,65000,5,1
542648350,89900,3,2
542660110,61000,3,2
543160689,741000,5,1
543172900,1243000,5,4
543294608,1858000,5,5
543324461,1858000,5,3
543470837,111800,5,3
544284736,1099000,4,151
545590808,58000,5,1
546512304,620000,5,1
546684312,14799000,2,1
547756298,1275000,4,4
548448493,60000,5,1
548496497,5965000,4,5
548616996,7999000,5,2
548642528,5849000,4,7
548726927,8649000,5,8
548728868,8549000,5,3
548738644,19999000,5,1
548740640,8556800,4,1
548740642,10779700,5,1
548756174,6699000,5,9
548956849,1205000,5,15
548968565,1000000,5,1
549006236,12499000,5,2
549132671,35000,4,55
549170129,160000,5,1
549204890,35000,1,1
549608135,1495000,5,4
549732969,85000,5,4
549734841,5545900,4,9
549752472,5578400,4,2
549764335,1849000,4,7
549886491,2425000,5,1
549956966,1894900,4,126
550000146,8045000,5,1
550180446,254583,5,1
550294230,3399000,5,2
550386629,17500,3,1
550486459,25000,5,1
550540835,1885000,5,1
550824861,140000,5,1
550838414,90000,4,2
551102306,41000,5,1
551148765,4200000,5,1
551398479,32900,4,4
551414068,5075000,5,2
551472780,50000,4,6
551580928,30900,4,9
551790875,109000,5,2
551804650,99000,5,1
551856134,26900,5,2
552008034,27900,5,3
552166098,169900,5,2
552178352,52000,5,1
552290986,60000,4,8
552318384,8145000,5,1
552330434,66000,5,1
552348989,118000,5,1
552644303,65000,5,1
552960784,30500,5,1
553618423,32900,4,8
553861,71000,4,239
553884,97600,4,290
556982,1210000,4,5
55752,150000,4,10
557974973,31500,4,25
5582445,1832000,3,3
5582508,1835000,5,2
5582552,1835000,3,6
558268892,50000,4,13
558288703,391000,5,1
558344558,8235000,5,1
5585110,735000,5,2
5585118,68000,5,4
558534964,28900,5,1
5588605,50000,4,15
559090821,6507100,5,1
559724835,330000,5,1
560460911,53000,5,1
560466492,1125000,5,4
560546960,930000,4,5
560862099,11000,4,1
562304431,7985000,5,1
562312061,27900,2,5
562628583,9988000,5,1
562864571,3698000,5,4
562874333,2149000,5,16
562878199,1199000,4,29
563366202,4089000,5,1
563482804,7449000,5,1
563524622,13349000,5,2
563558310,6559000,4,5
563634331,103000,5,1
563778338,1575000,4,67
564346560,39500,5,2
564352404,58000,5,1
564786495,20900,3,3
565478606,2349000,5,20
565530337,1895000,4,7
565664915,22900,3,1
565720336,24900,2,2
565736930,8099000,5,1
565770604,36900,4,28
565780733,28900,3,2
565812336,10599000,5,1
565826495,10599000,5,1
565882696,27500,5,1
566498343,25900,3,2
566502106,24900,3,2
566758965,30000,5,2
566902568,10000,5,2
567148675,30500,3,8
567358053,41000,5,2
56736,78000,4,11
567524877,21000,5,2
567918348,81000,5,1
568172851,8699000,5,2
568182560,6999000,5,1
568184600,1849000,4,51
568184660,2499000,4,527
568190318,3400000,4,23
568192321,4511500,5,2
568196114,1948000,4,67
568198087,7656500,4,4
568282561,8699000,5,2
568298144,8699000,4,5
5684014,1350000,4,1
5684880,2150000,5,1
568622523,17500,4,9
568624486,16000,4,10
568626408,15000,4,38
569044195,43100,5,2
569066333,126000,5,1
569096437,33000,3,3
569246473,27000,4,5
569248744,705000,5,3
569258640,40000,5,2
569260519,17500,3,8
569262500,20500,4,158
569274522,65500,5,1
569276003,35000,4,4
569276245,15000,4,6
569318122,27500,3,6
569330671,55000,5,1
569352245,32900,3,2
5697311,59900,4,5
5697359,450000,3,1
5697364,125000,4,6
569778546,1929900,5,1
570034945,32500,5,2
571292262,3899000,4,3
571296099,1729000,4,222
571472440,22900,3,2
571620305,79200,5,1
571900699,11958000,5,1
572006752,240000,2,2
572032133,245000,3,2
5726558,48000,4,3
5727726,78900,4,10
572786135,28900,4,12
5728257,135000,4,9
5729320,110000,4,4
573192028,24988,2,1
573444714,199000,5,3
574622504,25500,4,35
574720295,22988,1,1
575976061,29500,5,1
575982120,27900,5,1
576038504,59900,5,2
576348492,4199000,5,1
576634595,22600,4,7
576662214,22900,4,9
576948925,2205000,5,1
576986969,3515000,2,1
577304787,22500,5,1
577308737,21900,2,3
577338524,33900,3,6
577352391,30900,4,1
577356107,34900,5,1
577960836,10699000,3,2
57808,56000,5,2
5781937,1199000,5,1
5783956,40000,5,1
578858130,28900,4,4
578938763,25900,1,1
579026361,29900,5,1
579362995,7175000,5,1
580214441,3000000,5,17
5812155,285800,5,1
581292090,26000,3,6
581414427,26500,1,1
581714692,28900,3,9
581730205,27900,5,4
581732723,24900,5,3
581746080,26900,5,3
581746185,28400,4,7
581784451,25900,3,3
582194152,26930000,5,1
582278268,22500,5,3
582325,355000,4,2
582566824,26900,5,1
5827292,320000,4,4
5827303,2500000,5,1
583617,1119900,5,1
583826,17590000,1,1
583984941,32500,5,1
5845019,150000,4,6
5845087,105000,4,6
5845093,199900,4,5
5845097,99000,4,5
5845121,210700,4,7
584594082,42500,4,4
584596581,26900,3,3
5846445,150000,1,1
5846880,90500,4,8
5852485,190000,3,3
585518697,110000,3,2
585542729,159000,5,2
585742232,26900,2,1
586338859,6499000,5,1
586742635,6499000,5,4
586762119,6499000,4,4
587044638,125000,3,10
587068203,125000,4,1
587902731,19900,5,2
588360781,1699000,5,1
588842486,27900,3,1
590158284,25500,5,1
590204894,26500,5,1
5903065,60000,4,10
5903150,75000,4,1
5903331,240000,3,1
590392422,195000,5,1
590764507,10077200,4,1
590860509,3435000,5,1
591368142,3430000,5,1
592102130,28000,5,1
592356543,26900,5,1
592364017,25500,5,3
592368169,22900,5,1
592370707,19900,5,1
592700489,29100,3,7
593076097,76600,5,1
593188900,310000,5,1
593210594,21900,2,1
593216414,22900,5,2
593232057,22900,4,2
593242679,50000,5,3
593272529,138500,5,1
593284506,29000,5,1
593300199,503000,5,1
593304693,134800,5,2
593306589,80400,5,1
593350179,26500,3,4
593404413,51000,5,2
593412986,485000,5,4
593418527,290000,5,2
593422438,74000,5,2
593432502,372000,5,1
593438089,147000,5,2
593442347,405000,5,6
593490187,37650000,5,1
594476995,10949000,5,1
595108578,5695000,5,1
59718,150000,5,8
5975849,47000,4,265
597660796,16675000,5,1
59816,100000,5,3
598518475,1498000,5,1
598620543,499500,5,1
598716771,297700,5,2
598882249,145000,5,2
598978407,1734000,1,1
599172512,39500,5,1
599192377,29500,5,1
599206351,40500,5,1
599227,720000,4,14
600142130,31000,1,1
600536307,5059000,5,3
600604541,4499000,5,8
600672806,4499000,5,1
6028451,1799000,2,3
6030023,3500000,3,1
604068128,4548000,4,20
604182668,6315000,5,1
604984685,1994000,5,1
605036322,3746000,4,2
605066486,1358000,5,1
605124092,50000,5,3
605608446,2911000,5,1
605850981,5000,5,1
605878830,28000,4,7
605904336,26500,3,10
605906921,26500,4,7
605908256,29500,4,15
605938185,28000,5,1
605960124,29500,5,23
606118762,16900,5,1
606126570,22900,5,1
606130133,20900,5,1
606746065,28000,5,3
6068,30737000,5,5
6070,36887000,4,9
607200595,32869,5,1
607290631,1349000,4,45
608332585,32000,5,2
608384152,41000,4,14
608394091,83000,5,1
608796464,15000,1,1
608876848,24000,3,10
609050269,23000,5,1
609068050,22000,5,2
609322824,1225000,4,12
609418970,1922000,5,7
609460300,1922000,5,1
609486056,3299900,5,4
609662,277000,5,1
609870,91100,5,1
609992522,55000,5,1
610315,72400,5,2
610498041,60000,5,1
610644107,1729900,5,1
6133579,129500,5,2
613498746,11999000,5,1
6137342,41000,5,1
6137351,47000,2,8
6137649,46000,4,3
6137653,43000,4,1
6137658,47000,4,5
6137662,47000,3,3
6137690,81000,2,2
6137693,83000,5,1
6137822,70000,3,87
6137933,81000,1,1
6137996,83000,1,1
6138812,92000,5,2
6139054,45000,5,1
6153189,15999000,4,1
615988593,19495000,5,1
616556730,5562000,4,4
618142664,25500,4,201
618162476,24000,4,17
618226410,30000,5,1
6205374,1100000,4,1
6205422,1850000,1,1
620700001,8499000,4,38
6208182,241300,5,3
620878198,6499000,4,48
620958293,11999000,4,19
621150745,2499000,4,22
6234321,45000,4,12
6234429,41000,5,1
6234471,81000,3,2
6234656,54000,5,1
6234688,83000,2,1
6234692,43000,1,1
6243963,450000,4,7
6244399,59900,5,1
624554185,3515000,5,1
625536249,28500,4,45
625926315,2408000,2,1
626004370,23999000,4,3
626100789,3210000,5,8
626258385,849500,3,2
626380389,45700,5,2
627402413,75000,3,3
627428072,2530550,3,4
627854700,34900,1,1
627924749,22000,5,2
627926726,25000,4,25
627942482,24000,3,4
6293623,145500,5,1
6293626,145500,5,2
6293740,118400,4,2
630438294,2168000,1,1
630656918,787800,4,3
631040191,787800,5,3
631086006,860800,5,1
631100258,1999000,5,1
631162031,1399000,1,1
631802712,27900,3,1
633452346,33500,3,4
633514584,48500,4,1
634054676,26900,5,1
634056986,29900,5,2
6347089,75000,5,1
6347449,89000,4,2
634770827,125000,5,1
6347886,41000,5,1
6348070,92000,1,1
6348471,47000,4,1
6349632,28000,4,1
6350113,36000,3,1
635560196,3700,5,1
6356203,81000,5,1
6356207,80000,3,1
6356215,87000,3,2
6356223,81000,1,1
635630737,50900,5,1
6356373,92000,5,1
6356428,84000,5,2
6356457,41000,5,1
6356478,44000,2,4
6356518,41000,1,1
6357891,70000,5,1
6357895,65000,1,1
6373520,22000,1,1
6373528,21000,3,6
6373631,75000,1,1
6373667,95000,3,3
6373671,33000,1,2
638088532,2530500,5,1
638580644,629000,4,21
639278560,27500,4,8
640364374,810000,5,1
640366149,700000,4,4
640698414,1099000,1,1
641002608,39000,3,3
641198929,8500000,5,1
641262771,56000,5,2
641502553,23500,4,6
641512706,22000,4,3
641518349,27500,1,2
641530495,25000,3,3
6417798,730000,4,61
6417877,1033000,4,5
641974911,7500,5,1
641998039,19900,4,7
642030996,894200,2,1
642068184,2163000,3,3
642170101,1993999,5,1
642228243,899000,5,1
642292597,1299000,5,3
642812295,29900,5,2
643452204,2255714,4,22
643552349,2255714,5,2
643622933,5799000,5,1
6441024,74000,4,1
644460746,5295000,3,2
644658262,26000,5,1
644678323,46000,5,1
644826383,29500,3,7
645034595,19800,4,15
6451134,4500000,5,1
64523,3500000,5,1
6455209,1302900,5,1
6455481,845000,4,10
6455493,1095000,4,8
645834384,81000,5,1
647178345,5665000,5,1
647490272,35000,5,1
647566506,27900,5,1
6479340,68000,5,2
648108764,655000,5,5
648290,160000,5,1
648672448,345000,5,1
649592048,24500,5,1
64971,190000,3,10
651014459,2046000,4,22
651058448,1180000,5,1
651666620,35000,5,1
6517421,698500,5,2
6518669,850000,4,15
6518711,1350000,4,3
6519351,775000,4,11
65242,100000,5,1
65253,127800,4,2
6526712,36000,5,3
6526715,89000,4,1
6526719,95000,1,2
6531129,82000,1,1
6532039,70000,3,46
6532044,77000,2,1
6532061,41000,1,1
6532903,78000,3,2
6534440,44000,5,1
653502616,1599000,5,1
6535051,90000,1,1
653532197,2599000,5,1
653674980,43000,5,10
653718473,1575000,5,4
654028666,470000,5,2
654068122,385000,5,3
654068244,340000,5,4
654910456,54000,5,2
654924361,55900,5,2
654936161,49900,5,2
654944453,67500,5,2
6552312,99000,5,3
6554544,1622500,5,1
655674362,5729000,5,1
655882466,42999000,5,1
656198677,19000,5,6
657704136,18900,4,32
657904995,73100,5,1
659264535,22000,5,6
659988432,24900,4,2
6608957,140000,5,1
661286240,27000,3,3
6613786,138000,4,2
6621204,795000,4,16
66221,55000,5,1
662546412,23000,5,1
662596152,21500,3,4
662638052,54300,5,1
662982710,4199000,4,6
663192861,729000,4,7
663246504,10591000,5,1
663414745,629000,5,1
663522199,1080000,5,1
663560991,88000,4,1
6636014,1655000,5,5
6636118,1649500,4,13
6642138,1895000,4,3
6642223,3795000,5,1
664298412,29900,5,1
664976620,2349000,5,2
6661792,31000,5,1
6662282,40000,5,1
666696579,4377800,5,1
6667710,2595000,5,3
6672644,4590000,5,1
667634930,1799000,5,1
667770074,2699000,4,6
667778222,3099000,5,9
668198030,93000,5,2
668226467,1390000,4,9
668330832,26100,5,1
668556606,2941900,5,1
6689225,745000,5,1
6689253,785000,4,9
6689286,1075000,5,2
6689528,3595000,5,2
669332081,5749000,4,1
670746860,19500,4,5
670794280,23000,4,1
670944804,705000,5,1
671018137,99000,2,1
671042292,1498900,5,1
671908939,2080000,5,2
671922884,26000,3,1
671978285,24000,4,1
671992042,23000,4,1
6720185,61000,4,22
6720186,61000,4,17
6720191,51000,3,3
6720192,51000,4,17
6720193,61000,4,24
6720194,61000,4,28
6720246,56000,4,14
6720247,56000,4,12
6720250,67000,4,17
6720263,56000,4,17
6720264,56000,4,16
6720265,67000,4,39
6720266,67000,4,27
6720330,72000,4,29
6720412,129000,4,7
672244710,4099000,5,1
672924861,26000,5,1
6730530,116000,1,1
673280588,125000,5,1
673566865,379000,2,1
673582666,379000,5,1
673604279,379000,5,1
673728896,14500,4,19
673994525,2149000,5,1
674008010,328000,3,1
675656033,2500000,1,1
676156794,2698500,5,1
676376221,2500000,5,1
6764358,1099000,4,18
6764409,1085000,4,4
676510714,404000,5,1
676534379,152000,5,1
676556322,213000,5,1
677406929,45500,5,2
678090203,2047000,5,1
678434186,73500,1,1
678454700,35900,4,6
678544290,31900,5,3
678578236,29900,4,10
678752630,29500,5,1
678760505,24000,1,1
678782182,27000,5,1
679036166,2049000,5,1
6793410,41000,3,1
680416648,40000,5,2
680582582,18000,5,1
680586884,16000,3,2
680624474,30000,5,2
680650190,30000,3,1
680664602,35000,5,2
682228809,3378000,5,5
682252767,20000,3,2
682374051,6499000,5,3
682388673,6499000,5,1
682552889,23000,5,1
682602040,26000,5,7
682648376,4250000,5,1
6832068,59990,5,1
684566827,4299000,5,1
684880100,160100,5,3
684890041,180100,3,1
685638415,62000,5,1
686040216,3949000,3,1
686076710,5149000,5,1
686300432,3535000,5,1
687214481,23995000,5,1
687840070,13825000,1,1
687962518,98000,5,1
687998377,98000,5,1
688016354,142000,5,1
688722328,29000,5,1
688762076,25000,5,1
690592567,1849000,5,1
691072508,2525000,5,1
691244033,6750000,5,1
691336314,34900,1,1
691450207,2535000,5,1
692924279,6754000,5,1
694776445,316000,4,1
6949040,4450000,4,1
695080795,6899000,5,1
6952814,315000,5,1
696510825,1000,5,2
697212457,3565000,5,1
698954800,4149000,2,2
699466684,3300000,2,1
700890407,6374051,5,1
702174036,7575000,5,1
702254981,12930000,5,1
7022966,271000,5,1
7026632,28000,1,1
703108,133709,4,1
7035405,2500000,4,2
7035746,22000,5,1
704172208,72000,5,1
7041731,30499000,5,1
7043233,225000,5,1
7058175,11000,5,1
706346706,10500000,5,1
706700032,2168000,3,1
7072982,980000,5,1
7075506,190000,2,6
707672775,80000,5,1
707696165,26900,5,1
707942935,31900,5,1
708620780,1050000,4,1
709698514,35000,5,1
709698774,36000,5,1
709714753,38000,5,1
71072,850000,5,2
71175,71000,4,58
71178,97600,4,186
7118993,45000,5,1
7136669,263000,5,2
714628,100000,3,4
7171924,729999,4,15
7174801,125000,5,1
719178,164500,5,1
7202088,43000,5,1
7210867,871000,5,3
7211394,76900,4,6
7211395,76900,4,5
7211396,76900,4,3
7211397,76900,4,11
7211398,76900,4,24
7211399,130900,4,76
7211400,130900,5,3
7211401,130900,4,2
7211402,130900,5,2
7211403,130900,3,4
7211415,76900,4,3
7211416,76900,4,4
7211417,76900,5,1
7211418,76900,4,14
7211421,130900,3,2
7211434,75500,4,3
7211435,75500,4,4
7211436,75500,4,13
7211437,75500,4,52
7211439,130900,5,1
7211440,130900,5,4
7211441,130900,3,3
